,Date,Review_Score,Review_Text
351,"October 16, 2015",1,prøver og logge inn men den sier at det er feil passord. får vel logge på pc da....
352,"July 5, 2015",1,nettbanken logger seg ut når man trykker på tilbakeknappen. dårlig ux
353,"May 4, 2016",2,sammenlignet med skandiabanken og bank2 er dette håpløst gammeldags.
354,"September 29, 2015",3,since the last update the app is f....up
355,"June 30, 2015",5,to all complainers.. get new device....
356,"July 30, 2015",5,stabil
357,"August 6, 2015",5,helpful
358,"February 14, 2015",3,loses a star due to no english option despite having it on web site?
359,"January 11, 2015",3,need some gui updates
360,"March 30, 2015",1,idiots
361,"April 10, 2015",5,robe
362,"December 8, 2014",5,nice job
363,"July 31, 2014",3,"bra alternativ/tillegg til vanlig nettbank. mitt førstevalg om jeg bare skal sjekke banken eller betale en enkel regning. men det blir ikke mer en 3 stjerner fra meg før dere retter opp funksjonaliteten til tilbake knappen (hw-knappen på mobilen). den skal ta meg tilbake til forrige side, ikke kaste...full review"
364,"September 12, 2014",3,"veldig fin og god app, bruker den daglig. får desverre ikke 5 stjerner før dere har fikset tilbakeknappen, sånn at man går til forrige side når man trykker tilbake. nå  blir man logget helt ut, og det er jo helt feil.."
365,"July 1, 2014",2,"savner en tablet utgave, en mulighet for landskap oppsett fremfor portrett? skulle også veldig gjerne hatt det oppsett som nettbank utgaven gir meg, med inndelt hva alle utgifter har gått til, eks daglivare/mat og restaurant og strøm elektroniske varer++"
366,"July 2, 2014",1,savner bekreftelse på at jeg vil logge ut når jeg trykker på tilbake-knappen. logger derfor ut hele tiden. ufattelig lite intuitivt.
367,"August 13, 2014",5,veldig bra
368,"September 15, 2014",5,supert
369,"September 2, 2014",5,amazing
370,"January 6, 2014",4,"logger ut ved trykk på tilbakeknappen eller home, noe som er litt irriterende hvis man skal dobbeltsjekke info før betaling... ellers bra og funksjonell app."
371,"October 7, 2012",3,"once logged in,  the application goes to norwegian language. i can't use the english setting... old help."
372,"December 16, 2012",4,jeg får ikke referanse meldingen i ice cream sandwich.
373,"October 27, 2012",1,"vanskeligheter med innlogging, grusomt brukergrensesnitt, dårlig ytelse og epilepsi lasting av sider"
374,"March 10, 2013",3,savner utvidet funksjonalitet. vil gjerne ha tilgang til skjulte kontorer via appen. ellers grei og oversiktlig. ble plaget fram til jeg skjønte at jeg måtte opprette kode i nettbanken før jeg kunne logge inn.
375,"December 5, 2013",5,"nice overview, smooth and fast menu system. no complaints"
376,"March 13, 2014",4,i km
377,"August 24, 2013",5,excellent
378,"April 6, 2014",5,..smart and cool....
379,"April 12, 2012",4,app viser bare bakgrunnsskjermen(blå skjerm) etter oppgradering. løste seg ved avinstallering/reinstallering. app fungerer ellers stort sett bra.
380,"August 28, 2012",4,"bra, men kunne vært kjappere. er likevel enklere og raskere i bruk enn den ordinære nettbanken, ihvertfall så lenge man har engangskode via mobilen også. kommer av en eller annen grunn alltid inn på én konto's logg hver gang jeg logger på, istedet for oversikten. det er litt irriterende, men ikke no...full review"
381,"May 3, 2012",1,krasjer hver gang jeg jeg prøver å bruke den. på en helt standard samsung galaxy ace med android. burde ikke vært mulig. amatørmessig drittapp!
382,"November 14, 2012",1,as everything sr bank does
383,"April 12, 2012",1,dont work since last update
384,"April 12, 2012",5,"som lovet skulle jeg gi 5 stjerner om språk ble valgbart og dette har dere nå ordnet. håper det kommer valuta kalkulator i neste oppdatering. :)  til dere som får blå skjerm: avinstaller den gamle, legg inn den nye og vent bittelitt da det tar litt tid i oppstarten."
385,"December 29, 2011",5,just missing the currency function
386,"December 1, 2011",4,plus some addtional tools to use. why not tablet compatible?. because it needs your phonenumber/simcard identity verification. i might be wrong
387,"December 1, 2011",4,"er i samme situasjon som bjørn, funker bra på min galaxy s 2 men ikke på tab 10.1 ""this item is not compatible with your device"" fiks det så får dere 5 stjerner av meg!"
388,"December 17, 2011",4,savner valutakalkulator så hadde jeg vel hatt alt jeh trenger
389,"October 4, 2011",4,"synes det er dumt at jeg ikke kan velge språk inne på appen. jeg liker å ha mobilen min på engelsk, men denne appen kunne jeg tenkt meg på norsk."
390,"November 4, 2011",4,"bra løsning, fin på galaxy s2'en min, men jeg får jo ikke brukt den på tab 10.1'en min. her kan jeg selvsagt bruke mobilbank, men vi liker jo dedikerte apps :) spesielt til sånt som dette."
391,"September 28, 2011",5,"endelig! dere har vært treigest av de store, men nå er dere oppe å går med noe som er brukervennlig og som fungerer. likte spesielt iou funksjonen!"
392,"November 3, 2011",4,veldig bra. mye bra funksjonalitet. bra grensesnitt. timer ofte ut på edge-dekning.
393,"October 5, 2011",5,digger det!
394,"August 29, 2017",1,"den der nye innlogginga er oppskryt, jeg velger hvilken bank jeg skal ha også blir det bare en hvit skjerm på ""2. steg"" og tastaturet popper opp, vær så snill å få fikset det 😞"
395,"July 10, 2018",5,"mangle vel noen av netfunksjonene som utenlandsbetaling, men for det meste 
er den super. enkle og grei app, jeg liker den veldig."
396,"December 25, 2017",1,etter den nye oppdateringen funker den ikke lenger. må registrere meg hver eneste gang på nytt
397,"July 6, 2012",5,genialt app
398,"August 29, 2018",3,fungerer som det skal.
399,"August 27, 2019",5,veldig bra app
400,"April 20, 2018",4,english version please...
401,"February 28, 2019",5,fantastisk!
402,"February 7, 2018",5,now it's working great
403,"July 31, 2018",5,sweet
