,Date,Review_Score,Review_Text
191,"January 30, 2019",1,why make it so hard to logg inn.
192,"March 12, 2019",5,works. nice interface
193,"May 10, 2019",1,slowest app on earth
194,"January 25, 2019",1,the new update is very bad
195,"March 14, 2019",5,easy for everything
196,"March 18, 2019",3,not very adaptable
197,"June 20, 2019",1,this app sucks!
198,"April 7, 2019",1,could not install
199,"May 2, 2019",1,it won't load my bank accounts
200,"February 2, 2019",1,this app is an insult. feels like dnb has spat in our faces..
201,"March 14, 2019",2,you're missing night mode.
202,"January 30, 2019",1,its trash... the new update ruined it completely!
203,"February 1, 2019",1,"ridiculous, can i pls get back the old functional app?"
204,"August 5, 2019",1,didn't work
205,"March 29, 2019",1,"this ain't an app, it's a joke!"
206,"January 17, 2019",1,what happened with this app???
207,"January 15, 2019",2,worst than the previous version
208,"January 14, 2019",1,something went wrong! mhm...
209,"October 17, 2018",5,my bank account is in my hand.
210,"February 8, 2019",1,horrible after update...
211,"January 27, 2019",1,doesn't work
212,"March 16, 2019",5,good to use this app
213,"January 30, 2019",1,new version sucks ass
214,"March 9, 2019",4,it s working now 👍
215,"March 11, 2019",1,it does not work 🙄🙄
216,"February 12, 2019",1,very bad app
217,"February 20, 2019",2,biometrics rarely work
218,"January 30, 2019",1,awful after update
219,"January 23, 2019",1,ghastly and awful
220,"September 22, 2019",1,"fully functional app until the last update. since than, it's impossible to do any payment with it."
221,"August 30, 2019",4,"edit: fungerer etter å reinstallere. fungerer bra, men føles som det er litt laggy på å reagere på klikk (>500ms). kan være mobilen min, men andre apper på mobilen går raskere."
222,"August 22, 2019",5,"appen er helt grei. den viser saldo og siste transaksjoner, men det får jeg sjekket via sms også. den gjør at man kan sende penger til andre, men det kan jeg gjøre med vipps også. den gjør at man kan overføre penger mellom kontoer, men man får ikke overført penger til bsu-kontoen... den får ikke fle...full review"
223,"August 21, 2019",3,kan man gi mindre enn 0 stjerner. 3 typer inloggning har feil de første 40 forsøk i løpet av mange dager. jeg trenger den gamle appen om jeg skal rekke alt mitt arbeide.
224,"August 27, 2019",3,"ser her ja dnb, dette var bedre. men... når jeg velger å logge inn med fingeravtrykk, insisterer appen at jeg skal bruke biometric login....... finner ingen måte å forandre dette på i innstillinger. velger jeg fingeravtrykk, så er det jeg vil bruke."
225,"August 30, 2019",1,"kom igjen da dnb.. denne appen har vært på markedet lenge nå, og fortsatt er det ren bingo om jeg får logget inn med fingeravtrykk. det er faktisk mer stabilt å bruke spare appen for å se saldoen min.. ekstremt skuffende!"
226,"September 13, 2019",2,"helt grei app, men får ikke fingeravtrykk som alternativ for innlogging. i dnbs spare-app fungerer fingeravtrykk. merkelig at de ikke får det til i bank-appen."
227,"August 31, 2019",2,"den funker 2/3 av tiden. scanningen av regninger plukker ikke opp kidnummeret, ofte ikke beløpet heller. helt sprøtt egentlig, at ting ikke kan gjøres bedre. jeg har vært kunde i snart 25 år. er alt for mye i dnb som er lite imponerende. banken er kanskje for stort for sitt eget beste. treg skute å ...full review"
228,"September 19, 2019",1,veldig dårlig app jeg får feilmeldinger hele tiden når jeg prøver å logge inn
229,"August 27, 2019",1,fiks denne retarda jævla appen før jeg bytter bank
230,"September 16, 2019",5,"dnb, bedre enn dette, blir det ikke her nei. prøv d' de også da!!!"
231,"September 5, 2019",1,min pixel2 ble opgradert til android 10 og nå virker ikke appen lenger.....
232,"August 22, 2019",1,langt fra nettbank på mobil til og med !!! skuffende
233,"August 22, 2019",5,nå virker den som den skal.
234,"August 21, 2019",5,i am using the app since. last 5 month and i am happy with it
235,"August 21, 2019",1,veldig dårlig!
236,"August 22, 2019",4,ok app
237,"September 22, 2019",1,"can't open, app crashes"
238,"August 21, 2019",5,"helpfull application,"
239,"August 5, 2019",3,biometrisk pålogging fungerer type 1 av 20 ganger. får hele tiden feil med melding: an error occured. we are not able to log on. please try again. kan like gjerne fjernes når man uansett ender opp med å bruke bankid. ikke spesielt bra til å gjøre normale banktjenester heller. fungerer best for å kun...full review
240,"August 7, 2019",5,"marie: endret det igjen uten hell. men avinstallerte og installerte appen på nytt, det funket. (hadde kanskje holdt å rense cachen) oppdaterer denne. mye bra i appen. men til min fortvilelse viser førstesiden alle 10-12 bankkonto jeg har eller deler på startsiden, selv om jeg har endret i appen til ...full review"
241,"August 21, 2019",5,appen er utdatert og ikke on par med andre banker sine apper. dnb skal liksom være den største banken men klarer ikke å lage en skikkelig app engang. på tide å skjerpe seg
242,"July 1, 2019",1,"kan ikke betale regninger eller tilsynelatende hva som helst som krever bankid. får bare 'error 1010'. fant en artikel på digi.no som mente det hadde å gjøre med at chrome browseren var deaktivert, men chrome fungerer fint, selv om jeg bruker opera som default browser."
